Customer Review,Emotion,word_count,cleaned_text,encoded_emotion
"rasanya, Hambaaarrrrrrr",Anger,2,rasanya hambaaarrrrrrr,0
"WOOY INI GIMANA KIRIM CUMA 1, SAYA PESAN 5 LOH,,, COBA CEK DONG YG DIPESAN",Anger,15,wooy ini gimana kirim cuma saya pesan loh coba cek dong yg dipesan,0
mau cancel ganti tgl pengiriman aja byk cincong,Anger,8,mau cancel ganti tgl pengiriman aja byk cincong,0
"beli 2 ga ada yg enak, jauh banget sama kota hoedjan",Anger,11,beli ga ada yg enak jauh banget sama kota hoedjan,0
Pelayanan ga bgt deh. Saya pakai ekspedisi gojek INSTAN dari jam 9 pagi ternyata baru di proses pihak toko jam 3 sore.,Anger,22,pelayanan ga bgt deh saya pakai ekspedisi gojek instan dari jam pagi ternyata baru di proses pihak toko jam sore,0
ini kok belum di ulas sih kan saya mintanya tumbuk halus bener2 parah...... !!,Anger,14,ini kok belum di ulas sih kan saya mintanya tumbuk halus bener parah,0
Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.,Anger,22,order yg k ko sy sangat kecewabungkus sudah pecah kopi berhamburan k mna� gak tau ini kesalahan dr selese seler atau kurir,0
"Beli abon 2 srundeng 2 tapi salah dikasih srundeng semua 4 jd ga jadi dpt abon krn klo retur hrs ngirim brg yg salah, ribet..",Anger,25,beli abon srundeng tapi salah dikasih srundeng semua jd ga jadi dpt abon krn klo retur hrs ngirim brg yg salah ribet,0
keras gak ada rasa,Anger,4,keras gak ada rasa,0
hancur patah patah semua,Anger,4,hancur patah patah semua,0
busyeettt..lamaaa amit nyampe brgnya.pdhl udh 2x order.,Anger,7,busyeetttlamaaa amit nyampe brgnyapdhl udh x order,0
Minta halus dikirim kasar....laen ngopi duli biar melek admin yg ngurusin orderan,Anger,12,minta halus dikirim kasarlaen ngopi duli biar melek admin yg ngurusin orderan,0
Parah respon nya Butuh 4 hr sejak order baru dikirim Granola nya jg ancur semua,Anger,15,parah respon nya butuh hr sejak order baru dikirim granola nya jg ancur semua,0
ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,Anger,11,ini mah ada robusta nya ga sesuai deskripsi dan ekspetasi payah,0
"Rasa tidak sesuai, gk ada kerasa daun jeruknya.BAD TASTE",Anger,9,rasa tidak sesuai gk ada kerasa daun jeruknyabad taste,0
"Pesan kurir instan, posisi rumah saya di bintaro jaksel, kurirnya malah kearah bekasi. Penjual bilang tukang gojeknya ambil jalan alternatif...??? Helllooowwww???!!! Begitu kurirnya (ojek online) sampe rumah katanya nganterin orang tuanya ke tukang urut! tolong lah lain kali penjual pastikan kalo barang langsung diantar oleh kurir yg ambil! apalagj kurir instan!!!! jangan lepas tangan! saya pesan kurir instan untuk menjaga kualitas makanan terjaga!!! ini barang sampai rumah seal sudah tidak rapat!!!",Anger,71,pesan kurir instan posisi rumah saya di bintaro jaksel kurirnya malah kearah bekasi penjual bilang tukang gojeknya ambil jalan alternatif helllooowwww begitu kurirnya ojek online sampe rumah katanya nganterin orang tuanya ke tukang urut tolong lah lain kali penjual pastikan kalo barang langsung diantar oleh kurir yg ambil apalagj kurir instan jangan lepas tangan saya pesan kurir instan untuk menjaga kualitas makanan terjaga ini barang sampai rumah seal sudah tidak rapat,0
lama banget sampenya..pas nyampe jamuran gini..haduuh..parah deh,Anger,7,lama banget sampenyapas nyampe jamuran ginihaduuhparah deh,0
"Dapet yang berjamur gini padaha expnya masih lama, TOLONG DONG DI PERHATIIN PRODUKNYA!",Anger,13,dapet yang berjamur gini padaha expnya masih lama tolong dong di perhatiin produknya,0
Bau bgt kayak bau sampah,Anger,5,bau bgt kayak bau sampah,0
emang rasanya kaya basi apa gimana ?? kok gini amat kaya bau tong sampah,Anger,14,emang rasanya kaya basi apa gimana kok gini amat kaya bau tong sampah,0
"Bau makanan tidak nyaman, dan rasa tidak enak.",Anger,8,bau makanan tidak nyaman dan rasa tidak enak,0
amit� rasanya ????,Anger,3,amit� rasanya,0
"Rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. Yang biasa makan kimchi asli korea pasti gaakan suka. Pengiriman super lelet pesen hr rabu br dtg hari minggu gils.",Anger,33,rasanya ngadi sumpah kayak pake saos sambel kyk gapake gochujang gochugaru yang biasa makan kimchi asli korea pasti gaakan suka pengiriman super lelet pesen hr rabu br dtg hari minggu gils,0
KURANG MELAYANI,Anger,2,kurang melayani,0
"GAENAK BASI IUHHHH PLIS JANGAN BELI DISINI,AKU GAMAU MOTONG REZEKI MU TAPI INI SRIUSAN BASI BAU APEK CUANKINYA MLEMPEM BOCINYAA BAU,BUMBUNYA KAYA DAH GA SEGER,TERUS KEMASANNYA KAYA DAH BERDEBUGITUU AHHHHH NYESELL KALAU MAU JUALAN YANG NIAT BUKAN CARI UANGNYA AJA TAPI CARI RASAAAA KUALITAS",Anger,44,gaenak basi iuhhhh plis jangan beli disiniaku gamau motong rezeki mu tapi ini sriusan basi bau apek cuankinya mlempem bocinyaa baubumbunya kaya dah ga segerterus kemasannya kaya dah berdebugituu ahhhhh nyesell kalau mau jualan yang niat bukan cari uangnya aja tapi cari rasaaaa kualitas,0
BASO NYA ASEMMM. BASI..... RASA NGGA ENAK BANGET DEH.MUNGKIN ORANG BEDA BEDA YAH SOAL RASA.. UNTUK LUAR PULAU PIKIR2 DEH KLAU MAU BELI... DI JAMIN BASIII...,Anger,26,baso nya asemmm basi rasa ngga enak banget dehmungkin orang beda beda yah soal rasa untuk luar pulau pikir deh klau mau beli di jamin basiii,0
sudah ga layak kenapa ga dibuang aja!!!,Anger,7,sudah ga layak kenapa ga dibuang aja,0
"Jeruknya udh busuk dikirim Yg gk busuk, gk ada lagi airnya Pilus keras",Anger,13,jeruknya udh busuk dikirim yg gk busuk gk ada lagi airnya pilus keras,0
"Baru kali ini masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. MANTAABBB",Love,16,baru kali ini masak nasi porang tanpa berasa karet praktis pula cuma diseduh air panas mantaabbb,3
"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",Love,17,wow wow sangaat praktis euy tapi emang harganya mayaan sihh rasanya enak mantul bakal repeat order nihh,3
"Enak banget, pulen bener2 teksturnya seperti nasi, gampang juga buatnya.",Love,10,enak banget pulen bener teksturnya seperti nasi gampang juga buatnya,3
"Sesuai,proses n pengiriman cepat,responsif,recommended,barokah,terima kasih",Love,5,sesuaiproses n pengiriman cepatresponsifrecommendedbarokahterima kasih,3
Mantaap...rekomendasi banget murah bukan murahan dan enak rasanya,Love,8,mantaaprekomendasi banget murah bukan murahan dan enak rasanya,3
LENGKAP BAGUS PENGIRIMAN CEPAT DAN TEPAT TERPERCAYAA NOMOR 1 SEINDONESIA,Love,10,lengkap bagus pengiriman cepat dan tepat terpercayaa nomor seindonesia,3
"Respon dan pengiriman cepat. Packing rapi, recommended seller...",Love,8,respon dan pengiriman cepat packing rapi recommended seller,3
alhamdulillah seperti biasa repeat order di sini free ongkir rasa enak harga murah dan pastinya gurih mantap krupuknya,Love,18,alhamdulillah seperti biasa repeat order di sini free ongkir rasa enak harga murah dan pastinya gurih mantap krupuknya,3
"respon penjual nyaa baik.. dapet harga muraaaaaah, packingnya rapiiiii dan pengirimannya lumayan cepat lahh.. coklatnya enakkkkkk",Love,16,respon penjual nyaa baik dapet harga muraaaaaah packingnya rapiiiii dan pengirimannya lumayan cepat lahh coklatnya enakkkkkk,3
"mantep bangettt coklatnya. beli lagi promo terus masih ditambahin voucher juga, jadi mumer pokok deh",Love,15,mantep bangettt coklatnya beli lagi promo terus masih ditambahin voucher juga jadi mumer pokok deh,3
"alhmdllh pkt ny dah smpe..ank2 seneng bgt klu Makan sama sarden ABC..makasi seller,Tokopedia.",Love,13,alhmdllh pkt ny dah smpeank seneng bgt klu makan sama sarden abcmakasi sellertokopedia,3
Pengirimannya cepat...Amanah...???????,Love,2,pengirimannya cepatamanah,3
Mantaab P00000L.... ?????????? udh langganan...keluarga sangat syukaaaa...trims ??,Love,8,mantaab pl udh langganankeluarga sangat syukaaaatrims,3
"Kurma Medjol Palestine emang fave aku bgtt.. legit ga trllu manis, bijinya keciiil, dagingnya jumbo, cocok utk ibukku yg kebetulan diabetes.. tp baru pertama beli disini. Makasi ya Ka, pengiriman cpt 1hri aja.. makasi jg Tokped dah gratis ongkir, semoga Allah SWT memberkahi kalian",Love,44,kurma medjol palestine emang fave aku bgtt legit ga trllu manis bijinya keciiil dagingnya jumbo cocok utk ibukku yg kebetulan diabetes tp baru pertama beli disini makasi ya ka pengiriman cpt hri aja makasi jg tokped dah gratis ongkir semoga allah swt memberkahi kalian,3
"Enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak ?? Terimakasih, nanti mau beli lagi ??????????",Love,23,enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak terimakasih nanti mau beli lagi,3
"Luar biasa respon dan pengirimannya.. Siang pesan, malam tiba.. Luar biasa.. ??????",Love,12,luar biasa respon dan pengirimannya siang pesan malam tiba luar biasa,3
uenak bangetzzz??udah berulamg kali order,Love,5,uenak bangetzzzudah berulamg kali order,3
repeat order ke 4,Love,4,repeat order ke,3
sdh sering repeat order...mantap,Love,4,sdh sering repeat ordermantap,3
"Bakalan jd langganan .. harga terjangkau, pengiriman juga oke",Love,9,bakalan jd langganan harga terjangkau pengiriman juga oke,3
"sudah beberapa kali beli pastel ini,ga pernah ngecewain,rasanya mantappp,seller nya juga ramah banget..????",Love,13,sudah beberapa kali beli pastel iniga pernah ngecewainrasanya mantapppseller nya juga ramah banget,3
Enak enak enak enak sekali! Uda order a aja kali disini! Dan pasti akan reorder terus! Thank u! Sukses selalu!,Love,20,enak enak enak enak sekali uda order a aja kali disini dan pasti akan reorder terus thank u sukses selalu,3
"ini enak bangett, packingnya juga bagus bangett.. terima kasihh.. recommended bangett dehh ????",Love,13,ini enak bangett packingnya juga bagus bangett terima kasihh recommended bangett dehh,3
"Ini pembelian ke 5 krupuknya mantap, pengirimannya cepat dan tidak ada yang rusak. Terima kasih kepada penjual dan kurir sicepat",Love,20,ini pembelian ke krupuknya mantap pengirimannya cepat dan tidak ada yang rusak terima kasih kepada penjual dan kurir sicepat,3
penjual responsive. barang sampai dengan selamat. sudah berkali2 order disini untuk saya bawa ke turki ka. terimakasih ya ka,Love,19,penjual responsive barang sampai dengan selamat sudah berkali order disini untuk saya bawa ke turki ka terimakasih ya ka,3
Sekian kalinya beli di tuang coffee...terbaaiikk,Love,6,sekian kalinya beli di tuang coffeeterbaaiikk,3
Dimsum mantaap�.Selalu setia menemani dengan kehangatan di saat Musim hujan�.Setiap gigitannya Mak nyoos�Uenaaak Tenan�.Tks,Love,14,dimsum mantaap�selalu setia menemani dengan kehangatan di saat musim hujan�setiap gigitannya mak nyoos�uenaaak tenan�tks,3
Bagus bagus.....dimsumnyamasih kedaan bgus ga penyok... dalem ya juga seger produknya rekomen bgt klo belanja disini???????????? enak ga cape jadi makin sering masak biar hemat dan sehat dirumahmakasi yaa udh mempermudah masak ??????????????????????,Love,33,bagus bagusdimsumnyamasih kedaan bgus ga penyok dalem ya juga seger produknya rekomen bgt klo belanja disini enak ga cape jadi makin sering masak biar hemat dan sehat dirumahmakasi yaa udh mempermudah masak,3
enak banget. bikin ketagihan,Love,4,enak banget bikin ketagihan,3
"rendangnya enakkk, dagingnya empukkk. Paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran. Tadinya udah agak was2 kl ngirimnya ketunda sehari aja udah ga bakal pas momennya. Ternyata sellernya gerceppp. Thanksss.",Love,37,rendangnya enakkk dagingnya empukkk paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran tadinya udah agak was kl ngirimnya ketunda sehari aja udah ga bakal pas momennya ternyata sellernya gerceppp thanksss,3
enaaaak.. bakal order lagi ??????,Love,5,enaaaak bakal order lagi,3
Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??,Love,8,rendangnya lembut n enakbngett pengiriman cepat rekomended deh,3
"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",Love,35,terbaik sihhh iniii pesanan ny superr cpt sampe nya d proses ny cpt bgtttt br psen hr itu bsk ny ud sampe lagi pengemasan amann bgt juga ya thx seller kurir,3
mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,Love,10,mantaaapppppp battt rasa renyahhhhrg fs k free ongkiiir pula luvluvluv,3
"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop",Love,11,kripsusnya juaraudah kali orderselalu tandas di mulutnya anakpokoke top markotop,3
"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",Love,20,mienya enak favorit keluarga sudah langganan beli mie sedap di toko os packing rapi dan dpt bonus makasih ya,3
"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended",Love,15,bagus produknya enak marumiya rice topping furikake nya bisa juga untuk bubur harga terjangkau recommended,3
"Terima Kasih Banyak Telah Melayani dengan Baik. Semua Products Bagus & Packaging nya aman. Products Sesuai foto, Harga bersaing dengan bagus. Pengiriman Cepat &Tepat. Very Recommended Shop &Seller. Next pasti akan sering blanja Lagi di sini deh. Semoga semakin maju & sukses ya.",Love,43,terima kasih banyak telah melayani dengan baik semua products bagus packaging nya aman products sesuai foto harga bersaing dengan bagus pengiriman cepat tepat very recommended shop seller next pasti akan sering blanja lagi di sini deh semoga semakin maju sukses ya,3
"udah yang kedua kali beli disini, ngga nyesel banget, kualitas udah pasti oke, pengirimannya juga bagus dan cepat, packagingnya juga rapi dan aman",Love,23,udah yang kedua kali beli disini ngga nyesel banget kualitas udah pasti oke pengirimannya juga bagus dan cepat packagingnya juga rapi dan aman,3
Alhamdulillah ?? barang diterima dengan sangat baik ?? packing aman ?? semua sesuai pesanan ?? suka banget sama mie sedap ?? apalagi ada varian laksa Singapura ??,Love,27,alhamdulillah barang diterima dengan sangat baik packing aman semua sesuai pesanan suka banget sama mie sedap apalagi ada varian laksa singapura,3
jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.,Fear,17,jelek banget barang orderan ga sampai tapi di keterangan nya sdh keterimajgn order disiniorder barang ga sampe,1
"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",Fear,15,barang tidak diterima tidak ada yang bertanggung jawab pertama kali belanja di sini langsung dikecewain,1
yang dateng sangat-sangat beda dengan yang di foto,Fear,8,yang dateng sangatsangat beda dengan yang di foto,1
"bad service pengiriman same day (gosend) melewati batas estimasi, jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir",Fear,27,bad service pengiriman same day gosend melewati batas estimasi jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir,1
baru dibuka tapi bentulnya aneh. kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,Fear,16,baru dibuka tapi bentulnya aneh kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,1
Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,Fear,33,dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali seller mohon diperhatikan kualitas produk sebelum dijual terima kasih,1
"bukan dendeng daging sapi asli, semacam campuran",Fear,7,bukan dendeng daging sapi asli semacam campuran,1
Pisang kecil isinya sedikit nyeesel,Fear,5,pisang kecil isinya sedikit nyeesel,1
masih mentah,Fear,2,masih mentah,1
Beli 3 kg minta dimix pisang yg msh hijau & kuning eh dikirim kuning semua... Hadeeehh,Fear,16,beli kg minta dimix pisang yg msh hijau kuning eh dikirim kuning semua hadeeehh,1
plastik pecah jd lembek sebagian,Fear,5,plastik pecah jd lembek sebagian,1
byk yg hancur dikirim ke jkt,Fear,6,byk yg hancur dikirim ke jkt,1
Pesan yg varian 20pcs tp cuma dikirim 10pcs,Fear,8,pesan yg varian pcs tp cuma dikirim pcs,1
"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",Fear,10,pelayanan buruk barang yang dikirim tidak enak jangan beli disini,1
"keripik tempe pecah2. packingnya kopong. Edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",Fear,75,keripik tempe pecah packingnya kopong edit rasanya juga asin banget beh ga recommended yah mecin banyak orang juga tau bisa dikomplain bahkan ga pake asuransi pun bisa komplain cuma worth ga sama waktu yg dihabiskan buat komplain penjual yg ga bisa terima kritik ga layak dapat bintang maap yah perbaikin lg packingnya ekspedisi manapun kalo packing keripik pake plastik setengah kosong ga padat ya ancur koclak dalam dus mau pake buble juga mubazir,1
Kapok belanja disini lama banget pengiriman nya!,Fear,7,kapok belanja disini lama banget pengiriman nya,1
"produk tidak layak dimakan, sudah jamuran beberapa pcs, padahal tulisan expired date masih 1 bulan lagi. harap di qc ulang semua produk makanannya agar layak dimakan konsumen.",Fear,27,produk tidak layak dimakan sudah jamuran beberapa pcs padahal tulisan expired date masih bulan lagi harap di qc ulang semua produk makanannya agar layak dimakan konsumen,1
"pie susunya jamuran, duh parah bgt sih jualan",Fear,8,pie susunya jamuran duh parah bgt sih jualan,1
"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. Kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kaka penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",Fear,81,beli kotak isi total buah pie terdapat buah pie yang sudah jamuran padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih bulan lebih coba cek ulasan banyak pembeli juga mengalami kendala pie berjamur jelek sekali kontrol kualitas pie susu ini kasian reputasi toko ini ikutan rusak garagara produk yang tidak dijaga reputasinya oleh pemilik produk maaf ya kaka penjual ini ulasan jujur mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya,1
"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",Fear,75,pie susunyabberjamur padahal baru disimpan sekitar semingguan dan expiry date masih sebulan biasanya kalo beli di bali ga kayak gitu ya biar temen yang beli pie susu nya aware aja ya sedih juga udah disayang makannya eh pas mau makan ternyata jamuran terpaksa dibuang udah chat juga ke sellernya katanya karena ga dimasukin ke kulkas tp dulu pas beli di bali jg ga masukin kulkas sih fyi aja buat temen yg mo beli yah,1
ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,Fear,32,ini tidak dikirim satupun dan tidak ada chat apapun dari penjual sudah dikomplain entah kenapa bisa selesai begitu saja mengecewakan padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,1
Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,Fear,30,beratnya tidak sesuai katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing pdhl sy mau blanja banyak tapi mhl diongkir pdhl berat riil nya jauuh dari estimasi,1
free canister ga dikirim.. payah kecewah dah males beli disini,Fear,10,free canister ga dikirim payah kecewah dah males beli disini,1
"Pengiriman lambat, seminggu baru sampai. Bagi yang membutuhkan cepat, lebih baik beli di supermarket langsung",Fear,15,pengiriman lambat seminggu baru sampai bagi yang membutuhkan cepat lebih baik beli di supermarket langsung,1
kue nya pas Dateng dicoba asem..kue Uda terlalu lama..di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan... tidak ada tanggung jawab..,Fear,22,kue nya pas dateng dicoba asemkue uda terlalu lamadi komplain ke penjual bilang nya bisa dikonsumsi dan dimakan tidak ada tanggung jawab,1
pia nya gak dikirim,Fear,4,pia nya gak dikirim,1
"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",Fear,17,bad admin opportunity lost gara mau tambah pesanan tp diabaikan admin harusnya jd perhatian untuk manajemen wingsfood,1
"sampe sekarang barang blm sampe,halu express blgnya sudah mau tanggung jwb dg membayar ke tokopedia tp dr tokopedia ga ada transfer penggantian...ga ada yg tanggung jawab",Fear,26,sampe sekarang barang blm sampehalu express blgnya sudah mau tanggung jwb dg membayar ke tokopedia tp dr tokopedia ga ada transfer penggantianga ada yg tanggung jawab,1
Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,Fear,30,gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,1
"tidak sesuai pesanan, yg di pesan Gula 1kg, kecap kemasan sama teh, yg sampe gula nya cuma 1/2 kg, teh sama kecap",Fear,22,tidak sesuai pesanan yg di pesan gula kg kecap kemasan sama teh yg sampe gula nya cuma kg teh sama kecap,1
"kotak paket nya kegedean, coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua",Fear,24,kotak paket nya kegedean coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua,1
"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",Fear,18,packaging nya ga safe jadi mie nya remuk shipping nya lama bgt proses nya juga asli lama parah,1
rasanya kaya buav*ta. gk worth it,Fear,6,rasanya kaya buavta gk worth it,1
"Saat baca komposisi deskripsi Minuman rasa mangga rada curiga. Tapi karena terjual banyak, tetap beli. secara harganya mahal, Aku pikir full mangga. ternyata artificial mangga. Manis buatan banget. Ga sehat.",Fear,30,saat baca komposisi deskripsi minuman rasa mangga rada curiga tapi karena terjual banyak tetap beli secara harganya mahal aku pikir full mangga ternyata artificial mangga manis buatan banget ga sehat,1
sangat tidak cocok dgn yg tidak suka manis. Ini minuman manis bgt dan rasanya artificial mangga bgt. SALAH untuk yg expect ini minuman seger dan fresh dr mangga buah.,Fear,29,sangat tidak cocok dgn yg tidak suka manis ini minuman manis bgt dan rasanya artificial mangga bgt salah untuk yg expect ini minuman seger dan fresh dr mangga buah,1
"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",Fear,30,udh kecil diisi ga full banjir minyak jdi kira isi nya stgh lbh dkit dr tempat kecilnya ga lbh dr sendok makan maaf ga worth utk hrg segini,1
"pedes nya over, dibanding isinya yang dikit. yang gak kuat pedes over not rekomended",Fear,14,pedes nya over dibanding isinya yang dikit yang gak kuat pedes over not rekomended,1
"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",Fear,16,diluar ekspetasi banget sambelnya gak seger agak bau gada pedesnya malah manis packaging nya sih bagus,1
rasanya agak asem mungkin terlalu banyak tomat,Fear,7,rasanya agak asem mungkin terlalu banyak tomat,1
mantapp gan,Happy,2,mantapp gan,2
"bagus, sesuai deskripsi, pelayanan cepqt, order lsg kirim, terima kasih",Happy,10,bagus sesuai deskripsi pelayanan cepqt order lsg kirim terima kasih,2
barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,Happy,9,barang bagus dan berkwalitas mantapsss sesuai deskripsi cepat sampai,2
"barang diterima sesuai pesanan, thanks joyko",Happy,6,barang diterima sesuai pesanan thanks joyko,2
produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin,Happy,15,produk sesuai dengan deskripsi pengiriman cepat seler ramah barang ok mantap tetimakasih admin,2
"packing rapih, barang ORI, berkualitas, harga murah",Happy,7,packing rapih barang ori berkualitas harga murah,2
"kemasan rapi, brg sesuai pesanan",Happy,5,kemasan rapi brg sesuai pesanan,2
top seller.. responsif dan btgg jwb,Happy,6,top seller responsif dan btgg jwb,2
Fast response. Produk bagus sesuai pesanan. Pengiriman cepat 1hr,Happy,9,fast response produk bagus sesuai pesanan pengiriman cepat hr,2
"spidol kualitas bagus, harga termurah dibanding toko lain",Happy,8,spidol kualitas bagus harga termurah dibanding toko lain,2
"Alhamdulilah barangnya sudah sampe, ukurannya juga besar sesuai yg di gambar, mudah2an bermanfaat buat kegiatan belajar mengajar kami di pesantren",Happy,20,alhamdulilah barangnya sudah sampe ukurannya juga besar sesuai yg di gambar mudahan bermanfaat buat kegiatan belajar mengajar kami di pesantren,2
Pengiriman Cepat. Barang sesuai gambar. Kualitasnya oke. Recommended.,Happy,8,pengiriman cepat barang sesuai gambar kualitasnya oke recommended,2
Barang yang dikirimkan sesuai dan harga terjangkau,Happy,7,barang yang dikirimkan sesuai dan harga terjangkau,2
Mantap!!! Cepat proses kirimnya! Besar dan yang penting harga tjakeeeepp!!! Recommended!,Happy,11,mantap cepat proses kirimnya besar dan yang penting harga tjakeeeepp recommended,2
Barangnya bagus sesuai deskripsi ????????????,Happy,5,barangnya bagus sesuai deskripsi,2
"Penjual responsif, gercep ada spidol ga nyata langsung dikirim. Thank u so muchh",Happy,13,penjual responsif gercep ada spidol ga nyata langsung dikirim thank u so muchh,2
Produk bagus sesuai pesanan. Fast response. Pengiriman cepat 1hr,Happy,9,produk bagus sesuai pesanan fast response pengiriman cepat hr,2
"mantab spidolnya , jadi ngak hilang tulisan walau tulisannya di masukkan kulkas (plastik ASI)",Happy,14,mantab spidolnya jadi ngak hilang tulisan walau tulisannya di masukkan kulkas plastik asi,2
Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,Happy,10,produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,2
Toko ini barangnya lengkap dan beneran tersedia. Kadang ada toko lain lengkap tp pas dikirim banyak yg gada. Ini lengkap. Recommended Seller.,Happy,22,toko ini barangnya lengkap dan beneran tersedia kadang ada toko lain lengkap tp pas dikirim banyak yg gada ini lengkap recommended seller,2
